BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
0,1926.63161,29007.39411,68817.82713,HomeImp,Office,4,0,0,93.81177486,0,13,29.68182705
1,2500,15000,20200,HomeImp,,18,0,0,136.0666667,1,19,
1,1800.835279,25080.96702,21452.4171,HomeImp,Other,10,1,2,276.9666667,0,9,
0,2411.254749,5529.156344,36463.17829,HomeImp,Self,,0,0,208,0,12,
0,2500,66455.88443,78600,HomeImp,ProfExe,6.293673638,0,0,255.7333333,0,12,
1,2800,50795,63100,HomeImp,Self,12.53169133,2,15,145.6333333,3,45,
1,491.933682,4000,46944.71407,HomeImp,Other,8.914459359,4,0,112.6333333,2,9,
1,2900,15212.26321,11189.6594,DebtCon,ProfExe,5.275645832,1,0,165.3333333,2,26,
0,2263.277173,103949,112505,HomeImp,Office,0.43044547,0,0,96.10232967,0,13,30.05113629
0,2350.130724,104373,120702,HomeImp,Office,1.578393758,0,0,101.5402975,0,13,29.91585903
1,2828.595929,7750,48340.22308,HomeImp,Other,16,3,0,122.2046628,2,8,36.211348
1,2900,27716.63866,70915,DebtCon,Mgr,1.381392618,0,0,282.8016592,3,37,49.20639579
1,62.06079436,104570,121729,HomeImp,Office,2,0,0,85.8843719,0,14,32.05978327
1,2889.899259,7000,20214.84196,HomeImp,Other,3,0,0,50.8,5,9,
1,3000,,3955.978895,HomeImp,Other,0.039362567,0,1,77.76666667,0,3,
1,3000,,20080.63914,HomeImp,Other,1,0,1,23.3,1,2,
1,508.4515635,119826,33976.37922,HomeImp,Other,6.875787243,0,0,130.0333585,0,27,
1,168.1791978,9458.791292,25140.39177,DebtCon,Other,0.550334195,0,0,187.0666667,0,12,
1,927.4788568,,3903.939534,HomeImp,Other,3,0,0,9.3,14,2,
1,953.9897605,,14100,HomeImp,Other,1,0,0,104.2,0,19,
1,2131.732574,47000,69640.4022,HomeImp,ProfExe,3.661407448,0,1,262.1666667,5,26,
1,3000,34542,45295.4757,HomeImp,Mgr,8.5,0,2,62.36666667,0,10,
0,3000,58000,46777.20277,HomeImp,Mgr,10,,2,211.9333333,0,25,
0,3000,8973.567046,50633.96606,HomeImp,Office,21,0,0,201.8666667,0,20,
1,2232.098001,39589,36100,HomeImp,Other,0.954209623,0,0,153.1666667,1,14,
0,2479.884091,,32895.96838,,,,,,,,,
0,3200,67848,30466.41772,HomeImp,Mgr,10,,1,206.4266021,0,25,40.11567728
1,2064.536863,17116.17755,57671.93825,HomeImp,ProfExe,7.170193748,0,4,122.0333333,1,25,
1,3200,27200,38158.48523,HomeImp,Other,,0,0,298.131564,0,7,35.55353879
0,2077.983632,54000,64850,HomeImp,Other,0.576954426,0,0,121.8666667,3,21,
0,3200,15289.28597,87266,HomeImp,ProfExe,2.89164877,0,0,250.6312692,0,12,42.90999735
1,1324.56527,23159,,HomeImp,Mgr,20,,2,117.8057478,0,9,0.524499215
1,2682.413835,138.2250719,134527,HomeImp,Sales,7.762456915,1,0,139,0,36,
1,3300,130518,80948.82343,DebtCon,Other,7.377738464,0,6,192.289149,0,33,35.73055919
1,3400,37000,52000,HomeImp,Office,2,0,1,183.2999156,0,6,
1,3500,16502.31726,25231.7642,HomeImp,Other,5.290577119,0,0,162.3666667,0,14,
1,353.4949258,19400,20494,HomeImp,Other,3.255028065,0,0,95.93333333,0,9,
1,3284.712766,61584,26958.78368,HomeImp,ProfExe,10,,,,,,
1,2199.957789,41900,52490,HomeImp,Mgr,1.828960012,0,0,72.03333333,2,4,
0,2584.083192,83700,30074.93473,HomeImp,ProfExe,6,0,0,192.7333333,1,28,
1,2746.541005,61327,76484,HomeImp,Mgr,9,,2,202.5107752,0,25,41.5163897
1,2663.569372,4444.897071,114743,HomeImp,Office,6,0,0,88.47045214,0,14,29.39354338
1,3346.044446,4923.575513,18656.23814,DebtCon,Office,13,1,4,97.4,0,17,
0,3600,31395.48662,1803.950356,HomeImp,Office,20,0,0,204.2724988,0,20,20.47091551
1,1956.660397,17857,17507.10266,HomeImp,Other,4.520238433,0,0,129.7173231,1,9,26.63434752
1,716.9448911,1852.429136,45526.34854,HomeImp,Mgr,1.6,1,6,252.6333333,1,25,
0,3637.748764,20542.49491,1798.985216,HomeImp,Office,12.98807355,0,0,203.7515336,0,20,20.06704205
0,1224.789627,,73189,,,,,,,,,22.25394916
0,75.77490745,150.5461994,42890.00373,HomeImp,Self,,0,0,204.6479917,0,11,42.17316588
1,3900,1318.109406,45960,HomeImp,Other,1.296660728,0,0,146.1232422,0,14,24.47888119
1,2186.303609,14500,18839.2594,HomeImp,Other,2.583652028,0,1,150.3,5,8,
0,230.3044012,43010.63801,63000,DebtCon,ProfExe,4.538433085,0,4,171.6666667,1,31,
0,3900,102143,118742,HomeImp,Office,1.341390058,0,0,85.27736558,0,13,29.34392109
1,2728.752131,21200,39000,DebtCon,Mgr,4,0,1,86.56666667,2,14,
0,3746.136263,46430.9904,33609.02325,HomeImp,Office,1,0,0,94.72487417,0,13,29.39092806
0,3755.026672,54543,61777,HomeImp,Office,11.57520805,0,0,205.58668,0,19,21.80656346
0,4000,,80609,HomeImp,Other,1.5,0,2,126.5333333,3,12,
1,4000,26572,524.1855549,HomeImp,Office,11,0,0,117.7951039,0,8,41.28649195
1,2454.78446,7428.112298,52012,HomeImp,ProfExe,22,3,1,85.33333333,1,9,
0,2789.056511,5947.227159,28617.19192,DebtCon,Other,4.027759347,0,0,92.13333333,1,26,
1,2.588011326,17681.20432,56856.92228,HomeImp,Other,0.044755637,0,3,136.1333333,0,15,
1,856.9845952,9447.113235,66005.50365,HomeImp,Other,2.605495377,0,1,168.6666667,0,18,
1,2188.967674,5064.32618,12118.62056,DebtCon,Other,,0,0,12.2,0,17,
1,4000,45000,58350,HomeImp,Mgr,0.297746645,0,0,162,3,16,
1,4000,1690.484293,9355.942918,HomeImp,Other,18,0,1,85.8,2,23,
0,405.1449748,66000,41146.4193,HomeImp,Other,0.785211061,2,0,279,1,6,
0,4000,,25181.96272,HomeImp,,0,0,0,,0,0,
0,773.6511066,62000,78000,HomeImp,Other,1.564328669,0,0,109.5666667,0,15,
0,1505.913372,24145.82621,63990,HomeImp,Sales,0.45897784,2,0,160.3,1,23,
1,3802.314216,63859.11712,93000,HomeImp,ProfExe,2.6,1,3,186.6333333,,9,
1,3076.138531,55000,34623.35297,DebtCon,Other,12,2,0,146.1,0,22,
0,4000,4834.130345,46285.39697,HomeImp,Mgr,11,,1,212.3493039,0,25,39.12871763
0,2276.933599,67533,10935.82928,HomeImp,Mgr,10,,2,227.7929884,0,25,39.1663287
1,4100,,3818.889977,HomeImp,Other,0,0,0,100.7746522,0,19,33.8409199
1,291.5227511,15102.12999,42847.4734,HomeImp,Other,8,1,2,63.93333333,2,15,
0,4100,57992,63797,DebtCon,ProfExe,7,0,4,165.505037,1,31,22.27817437
0,4200,56544,59218,HomeImp,Office,19,0,0,211.0025991,1,20,19.02770443
1,2905.783452,34800,26367.03871,HomeImp,Other,0.859405971,1,0,93.5,1,5,
0,3148.264147,67700,52925.95119,DebtCon,Sales,0.920047699,0,0,128.8333333,0,31,
1,1456.547208,44000,42885.60855,DebtCon,,6,,1,75.43333333,,16,
0,1171.384365,66272,7769.149597,HomeImp,Other,3,0,0,110.2786626,0,15,43.45058791
0,2790.860764,50216,35567.83461,HomeImp,Office,6.184764488,0,0,209.8713022,0,19,20.20803267
1,4300,2638.475577,78698,DebtCon,Sales,3,0,0,129.932869,0,31,34.18137652
0,4300,68815,51476.27112,HomeImp,Other,4.343815829,0,0,105.1207088,0,14,41.80637615
0,3122.190033,72021,80027,HomeImp,Other,0.378896845,2,0,263.9703003,0,5,36.43209394
0,3291.761629,53969,12132.47394,DebtCon,ProfExe,1.853403334,0,3,162.3900107,0,30,23.58107924
0,58.2040571,,60250,,,,,,,,,
1,4400,23047.21517,41531.42373,DebtCon,Office,14,1,3,89.86105825,0,17,39.15808483
0,4500,40206.23061,79087,HomeImp,Other,2.93020682,1,0,81.3490651,0,15,40.70530876
0,847.0172076,,77182,,,,,,,,,25.2272529
1,3769.498579,39000,66000,HomeImp,Other,1,0,0,170.3666667,1,19,
0,4500,71082,18350.0292,HomeImp,Other,2.127989221,0,0,118.7604101,0,14,41.42111052
0,3254.294261,,49044,HomeImp,,0,0,0,,0,0,11.6527388
1,4500,57000,,HomeImp,Other,0.985153267,,,222.6,1,13,
1,3482.558519,14920.63817,46000,HomeImp,Mgr,0.4153914,0,1,122.6,2,22,
0,1938.585577,66517,22227.07368,DebtCon,ProfExe,6.138600603,0,4,125.8,0,34,
0,4500,11691.85711,43566.68305,HomeImp,Other,5.097991702,0,0,86.16666667,0,18,
1,1162.902615,24345.20508,146870,HomeImp,ProfExe,0.358224389,2,0,203.8666667,1,20,
1,4500,90000,91920.84753,HomeImp,Other,6,2,3,80.1,3,10,
0,4700,67617.18706,5833.230875,,Mgr,0.458106668,0,0,142.8243915,0,24,35.22699719
0,3867.640696,71855,12043.58479,HomeImp,Other,1.626231301,2,0,283.9595381,0,5,36.47547328
0,3889.784255,21992.93563,50614.83613,DebtCon,,2.911279414,,0,54.13647743,,15,34.41650781
1,4700,49100,56280.32192,HomeImp,ProfExe,0.1,0,0,61.8,2,17,
0,1577.738062,88026,26171.87305,HomeImp,ProfExe,2.851075543,0,0,182.2483316,0,27,29.20902258
1,2638.273596,26900,22019.69735,HomeImp,ProfExe,9,1,2,90.46666667,1,16,
0,4226.581055,25898.37179,97191,,Mgr,2.511002388,0,0,137.3197248,0,23,34.27529378
0,4800,56067,40932.01852,DebtCon,ProfExe,9,0,3,160.1463113,1,30,21.58376012
0,2063.740011,62546.02124,88342,HomeImp,ProfExe,4.96589684,0,0,275.0323948,0,11,43.71763511
0,2460.885593,58688,63348,DebtCon,ProfExe,9,0,3,179.1625747,2,31,22.54439284
0,3319.613094,65873,90408,,Mgr,2,0,0,141.858999,0,23,37.76961861
1,4103.253682,6365.476224,13319.32545,HomeImp,Other,5,0,0,101.7467664,0,8,33.24315698
0,4012.06725,14017.43073,84630,HomeImp,Other,3.13132286,0,0,112.5734189,0,15,41.67399636
0,3566.058762,36360.27137,58668.363,HomeImp,Other,10,0,0,81.5,3,13,
0,1801.807613,,28437.5,HomeImp,,,,,,,,
0,3595.669924,128058.5094,245300,DebtCon,Sales,,0,0,131.9333333,0,22,
0,2174.434884,65576,52798.49374,HomeImp,Other,5.850511028,1,2,61.64250608,1,14,40.59091002
0,4900,57461,22889.49138,DebtCon,ProfExe,6.261656641,0,4,183.6356132,0,30,22.79542355
0,3798.495424,,69706,,,,,,,,,33.70558774
0,5000,,5098.979237,HomeImp,,,,,,,,33.35465263
0,1066.829211,36602.07902,61690,DebtCon,,0.342287147,,0,65.03296901,,16,36.69941492
1,5000,48736.40112,1101.8236,HomeImp,Other,2.074680812,0,0,122.5972226,0,15,40.61677935
0,2180.823736,3059.930966,53448,HomeImp,Self,,0,0,207.1434813,0,12,44.10795169
0,5000,33820.67899,49163.64267,HomeImp,ProfExe,7,0,0,193.6364469,0,28,25.89731648
1,4602.921596,8236.016976,20533.1041,HomeImp,Other,8.542798887,0,0,65.7,1,5,
1,5000,40000,20784.96082,HomeImp,Mgr,0.4,0,0,61.76666667,2,8,
1,5000,100882,87221.32325,HomeImp,Mgr,5,0,1,58.86666667,0,16,
1,5000,11303.21906,47350,HomeImp,ProfExe,9.100907518,,,,,,
1,255.6661262,45283.93922,62341.95379,HomeImp,Office,1.324183621,0,0,100.3,0,14,
1,5000,100000,7545.800611,HomeImp,Mgr,12.2005125,,,,,,
1,5000,,102900.4471,HomeImp,Other,6.426490059,0,2,121.9,0,14,
1,5000,,1800.082101,HomeImp,Other,0.285668203,0,0,54.73333333,2,8,
1,2220.190737,10591.43491,4214.267105,HomeImp,Other,6,0,0,57,1,9,
1,5000,,71277,HomeImp,Other,1.85042956,0,0,72.43333333,1,12,
1,5000,48087.66591,150146.6664,HomeImp,Mgr,9,,,,,,
1,5000,14111.19996,25250,HomeImp,Other,6,0,0,88.7,1,3,
1,1361.275686,,11863.70133,HomeImp,Other,,0,1,285.3333333,0,6,
0,5000,1052.980895,1872.324749,HomeImp,Other,3.169020822,0,0,74.63333333,3,9,
1,5000,4353.681413,14525.72515,HomeImp,Self,1.282777318,0,1,335.0333333,3,42,
0,5000,,27879.67963,HomeImp,Other,0.900285152,,,,,,
1,4208.501388,,22393.37139,HomeImp,Other,1.105156506,,,,,,
1,3650.393439,73126,87500,DebtCon,Other,1,0,0,125.9666667,2,10,
0,2476.812353,2479.306729,86250,DebtCon,Mgr,19,0,1,300.3666667,1,24,
0,5000,26037,30513.17155,HomeImp,ProfExe,12,0,0,182.6333333,0,13,
0,5000,39000,50340,HomeImp,Office,10,,,179.8333333,,19,
0,5000,,25577.14012,DebtCon,Other,1.289132518,0,0,276.9666667,1,14,
0,2819.81198,70470,77908,DebtCon,,1.908279705,,,,,,
0,5000,,6358.937383,HomeImp,Other,3,0,0,266.8,1,26,
0,2514.331989,74225,89640,DebtCon,ProfExe,0.265817254,,,,,,
0,5000,,65400,HomeImp,Office,1.5,0,0,51.76666667,0,4,
1,1296.997388,,2890.162899,HomeImp,Other,,0,3,107.1333333,10,5,
0,3284.895999,78565,7811.983856,DebtCon,ProfExe,6.917886808,0,0,51.76666667,3,14,
0,1560.607276,59900,3018.950435,DebtCon,ProfExe,5.317569906,0,0,219.1333333,1,18,
1,5000,10171,26809,HomeImp,Office,8.098496007,3,6,228.3,0,24,
1,3260.053812,47156.71038,66902.54158,HomeImp,Mgr,4.88503577,0,0,133.9,1,34,
1,3056.507939,41102.06823,106476.5442,HomeImp,Mgr,3.916156416,5,3,122.7666667,5,28,
1,5000,68000,19743.62548,DebtCon,ProfExe,0.061886961,0,0,131.8666667,0,30,
1,4103.20657,71571,85100,DebtCon,ProfExe,1.4,0,1,82.13333333,0,13,
1,5000,1114.476456,23688.45774,DebtCon,Other,2,1,0,222.2,1,6,
1,2824.028885,40000,29013.43245,HomeImp,Other,7.954467949,3,2,163.3666667,1,16,
0,3021.201672,81748,,DebtCon,ProfExe,1.728333084,1,2,144.0666667,2,17,
1,5000,44674,59375,HomeImp,Office,8.673250283,,,178.6925087,,19,26.44819746
1,2201.356314,21707.96181,49116.14755,HomeImp,Other,5,0,0,97.1,0,23,
0,5000,80153,97275,DebtCon,Other,1,0,0,120.6750632,2,10,37.51270841
0,5000,68739,26915.55747,,Mgr,0.413833003,0,0,148.7204047,0,23,36.66927861
0,2151.380108,31373.75709,55320,DebtCon,,2.638493044,,1,69.1074656,,15,35.02507297
1,5000,46696,23227.38832,HomeImp,Other,1.458657944,1,2,148.3406455,0,14,46.489874
0,3623.346425,,1097.18324,HomeImp,Other,2,0,0,257.6522064,0,26,40.95258888
0,1553.049826,66435,26686.58659,HomeImp,Other,2,0,0,125.1306256,0,14,42.18353867
0,3430.248586,179725,251684.8545,DebtCon,Sales,,0,0,127.4988134,0,22,40.30825936
0,2205.041914,85583,115341,HomeImp,ProfExe,2.349461944,0,0,177.9582551,1,28,26.25797013
0,5100,72891,80691,HomeImp,Other,1,1,0,273.8817052,0,6,39.85214652
1,766.8501634,30755,7209.441156,HomeImp,Other,10,0,0,69,0,17,
0,5100,,26715,DebtCon,Other,0.445991547,0,0,258.7892976,0,14,26.72234334
0,5100,87258,121382,HomeImp,ProfExe,1.389216484,0,0,181.6630402,0,28,25.44475915
0,5100,,28291,DebtCon,Other,1.39093496,0,0,277.9445608,1,14,23.64469128
0,1320.623431,9104.726068,21733.44539,HomeImp,Other,11,0,0,21.2,0,2,
1,2672.74671,34086.74481,86063.71119,HomeImp,Other,9.344278839,,,417.6333333,2,50,
0,5100,8673.348884,34000,DebtCon,Other,0,1,2,86.23333333,2,13,
0,5100,129319,141875,HomeImp,Sales,7,1,0,157.8598021,0,36,25.65074122
1,5100,64832.38156,51900.37452,HomeImp,Other,0,2,0,290.034108,0,6,38.76698507
1,5100,73882,12313.34474,DebtCon,Other,0,0,0,125.7874001,1,10,34.44607922
0,1790.976736,74071,97064,DebtCon,Other,0,0,0,121.0759726,2,9,36.40172955
0,5100,50139.08651,79784,HomeImp,Other,0.863061265,0,0,108.0725908,0,15,43.29013982
0,5200,,29239.41098,DebtCon,Other,1.243899924,0,0,266.8134646,1,14,23.79740106
0,5200,67000,1926.532619,HomeImp,Other,5.645666394,0,1,119.7,0,25,
0,2310.400808,16430.38548,43466.66701,HomeImp,Office,11,,,184.2966873,,19,24.41476318
0,5200,4290.072069,26000,DebtCon,Other,0,1,0,17.2,10,7,
1,4634.995079,,4098.949905,DebtCon,Other,0.67123972,0,1,81.1,1,2,
0,5200,24556.19482,13032.20635,HomeImp,Office,1.142569598,0,0,123.7666667,1,12,
0,5200,16324,19174.68018,HomeImp,Self,,0,0,221.1180817,0,11,42.71209384
0,195.5446499,40564,29209.59676,HomeImp,Other,0,0,0,157.7710357,1,13,72.67043331
0,5300,53066.46581,6925.645035,DebtCon,,4,,,,,,19.13120118
0,1799.546127,3465.6715,21906.91449,HomeImp,Sales,4,1,0,175.3287038,1,22,40.44257039
1,5059.482081,4030.951615,36078,HomeImp,Other,,0,0,302.3587095,0,8,39.1969854
0,3392.753042,,49396,HomeImp,,0,0,0,,0,0,12.04367058
0,5300,44993,50673,HomeImp,Office,7,,,184.7427672,,18,27.90612273
1,1586.512689,51000,64000,HomeImp,Mgr,10,1,0,98.33333333,0,12,
0,5300,75958,26497.87339,DebtCon,Other,0,0,0,124.1821788,1,10,34.59906019
0,5300,2551.712441,117343,HomeImp,Office,22,0,0,109.9339079,1,11,35.8385427
0,4468.259452,39024.96753,17256.27273,HomeImp,Mgr,4.855388713,,1,212.8917461,0,25,38.59149403
0,3609.21404,83552,96809,DebtCon,ProfExe,0,,,,,,28.42396191
0,5300,35292.09266,19848.10174,HomeImp,Office,8.515400262,0,0,208.162714,0,20,19.7621137
0,888.2467924,3515.763709,39165.36715,HomeImp,Office,12.26707648,0,0,197.2419573,0,20,19.35050563
0,1310.937632,53429,64505,DebtCon,,0.911611701,,0,69.54243011,,16,36.4802363
0,5400,,65474,HomeImp,Office,0.066810381,0,0,40.709849,0,4,37.84877104
1,2466.312353,27617.63355,25201.78157,HomeImp,Office,8,,,189.0343046,,18,24.70113626
1,5400,44204.93655,23449.03686,DebtCon,Sales,1.005205695,0,0,95.6,0,22,
1,5400,1037.150469,32329.26197,HomeImp,ProfExe,3.580872884,0,1,199.9,1,20,
0,1487.275981,86922,63691.13759,HomeImp,ProfExe,0.52295208,0,0,185.0763473,1,28,26.3548893
0,5400,6749.53441,2312.320951,DebtCon,Sales,1.37492211,0,0,136.6329442,0,30,32.05002349
0,5400,20410.92903,2595.328089,HomeImp,Other,4,0,0,122.9402886,0,15,44.09232568
0,1024.495384,,75254,,,,,,,,,23.16374295
1,1415.49733,78300,88000,HomeImp,ProfExe,5.595282621,0,0,102.5,3,19,
1,125.7649989,48152,8788.251794,DebtCon,,2.665573464,,0,78.45212577,,16,35.763638
0,5500,8782.258459,30579.78009,HomeImp,Other,2.772705817,0,1,116.5919769,0,24,37.61268272
0,5500,,35402,HomeImp,,,,,,,,35.27207374
0,5500,13864.1362,78861.01502,DebtCon,ProfExe,22,0,0,55.55804904,2,13,31.37554242
0,3544.550381,10426.78331,65054,HomeImp,Office,12.26021778,0,0,189.2953185,0,19,20.6541289
1,627.5788663,24700,4016.844131,DebtCon,Other,1,0,3,153.9333333,3,27,
1,5500,,4574.565407,HomeImp,Other,,,,,,,
0,5500,43486,81600,DebtCon,,3.386016957,0,0,216.1333333,4,30,
1,5500,20198.11825,30000,DebtCon,Other,5.594188011,3,2,130.8,3,14,
1,4543.207233,,13770,HomeImp,Mgr,5,0,1,167.3666667,1,8,
0,4266.460795,82943.61687,115374,HomeImp,ProfExe,2.690315367,0,0,187.0205188,1,27,27.64674851
0,2704.237558,87438,93561.40739,HomeImp,ProfExe,6,0,0,186.424416,1,27,28.4175309
0,726.1666957,78059,78179,DebtCon,,2.21417284,,,,,,20.67931358
0,4433.435553,72147,19734.43643,HomeImp,Sales,3.379948644,2,0,158.5344979,0,23,43.40443024
1,5500,34069.38704,46645,HomeImp,Other,1.631947952,0,1,136.3206375,0,13,34.49470897
1,3250.559008,,12972,HomeImp,Other,1,0,1,82.29426635,0,2,36.9867441
1,5392.454181,27001.7986,43796.48241,HomeImp,Mgr,1.261731615,0,2,48.995845,0,10,33.12648397
0,2391.905449,,66251,HomeImp,Office,0.277653336,0,0,43.72233695,0,3,41.45204353
0,284.8269079,53474.33716,23438.0805,HomeImp,Sales,3.363566849,2,0,150.8658451,0,22,40.44256779
1,5500,30789.91,122205,DebtCon,ProfExe,4.956212179,0,0,172.2132767,1,26,32.67664088
0,4632.529874,53793,66379,HomeImp,Office,10.2711831,0,0,206.0991341,0,19,18.36954053
0,578.3568806,44664.46294,6075.652723,DebtCon,ProfExe,7.663185282,0,0,200.418434,1,17,22.84109285
0,4850.367493,22996.35891,33768.16732,HomeImp,ProfExe,11,0,0,180.5630691,0,13,21.55494966
0,4277.872878,65727.66692,77485,HomeImp,Other,9,0,0,91.68377063,0,24,37.77335098
1,4495.131129,5000,6720.485694,HomeImp,Other,31,1,1,204.0666667,0,11,
1,1170.140212,6208.307947,70473.41983,HomeImp,Other,1.165310411,1,1,148.1333333,1,14,
0,5600,35413.16969,17904.14757,HomeImp,Office,7.007389541,,,181.3229899,,19,24.65139574
0,5600,15275,21929.03262,HomeImp,Self,,0,0,204.335245,0,12,42.39776964
0,5700,78418.94479,12148.5906,HomeImp,Office,23,0,0,117.4995929,0,12,38.75056267
1,672.8785514,,74685,,,,,,,,,24.27486528
1,5700,12075.76892,58249,HomeImp,Office,10.07800708,0,0,212.5391151,0,21,21.25802688
0,5700,76948,79041.85427,HomeImp,Other,1.584815077,0,0,128.4764515,0,25,37.85968784
0,4062.045616,10747.2753,10226.52892,HomeImp,ProfExe,7.380654652,0,0,181.2829568,0,13,24.33953357
0,4831.213208,,68591,HomeImp,Office,0,0,0,69.64566047,0,4,41.18503956
0,3068.734507,26927,29016.37944,DebtCon,Other,0,1,0,21.79935215,10,6,29.43966424
0,5197.191219,49806,81845.19007,DebtCon,,2.973094618,0,0,210.3474786,3,30,31.2434087
1,3411.350418,70000,84579,DebtCon,Sales,0.1,0,0,95.9,1,17,
1,5700,58400,16032.44035,HomeImp,ProfExe,1.210493167,0,0,177.5,2,26,
1,1667.754861,80437,108577.281,HomeImp,ProfExe,9.5,0,0,104.4,0,14,
1,2075.880016,27597.15693,64328.22189,DebtCon,Sales,0,0,0,97.13317095,1,16,41.77788863
0,5700,15386.40363,16030.54672,HomeImp,Other,0.623197476,0,0,117.6739652,0,15,42.46486629
0,4156.786814,20664.67938,79077.69785,HomeImp,Other,1.679212437,0,0,92.64308456,0,15,41.21001247
1,1947.731279,,6809.383174,HomeImp,Other,3,0,0,272.2206283,0,25,39.89610462
1,5700,74172,79846,DebtCon,ProfExe,0,0,0,157.0097747,0,28,47.41522866
0,3252.971486,7469.434691,19394.33353,DebtCon,Other,0,1,0,15.39658739,9,7,30.0170133
0,2619.109117,,64910,,,,,,,,,33.85046122
0,4872.315773,,45546.44074,HomeImp,Office,0.119965464,0,0,48.85366706,0,3,38.77368596
0,1474.798675,,31083.54126,HomeImp,Other,1.749572233,0,0,266.5533944,1,25,43.30976454
0,5800,,41119,HomeImp,Other,2,0,0,261.4052186,0,26,42.19194156
0,5363.863882,75000,90543,DebtCon,Mgr,11.23224182,0,0,300.4872058,1,23,38.94057536
0,5800,39447.82072,86885,DebtCon,Mgr,19,0,1,307.9748816,1,23,39.95910877
0,1967.360443,9215.935557,46833,DebtCon,Mgr,3,0,0,83.28906275,1,13,30.18780539
0,5800,162285.034,247143.3113,DebtCon,Sales,,0,0,126.4009836,0,21,43.20775979
0,5800,,34704,HomeImp,,,,,,,,34.17405555
0,1933.06639,,73804,HomeImp,Office,1,0,0,71.76655716,0,4,41.28742339
1,5800,370.9484295,58191,HomeImp,Other,0.353334551,0,0,80.13174641,0,17,24.14015367
1,5834.637967,,12443.20257,DebtCon,Self,1,2,1,36.76666667,1,8,
1,5900,70973,77989,HomeImp,Other,7,0,0,120.3794143,0,24,41.44250046
1,5900,,33100,HomeImp,Other,,0,0,238.6,1,2,
0,1956.465539,,48789.77444,HomeImp,,0.693426631,0,0,,0,0,12.74918065
0,5900,82912,91175,DebtCon,ProfExe,1.667606648,,,,,,27.59527352
1,2198.5393,25972,22999.26818,DebtCon,Other,1.898763555,0,2,157.9600114,3,27,40.62827818
1,5900,2449.568098,42357.76854,HomeImp,Other,9,0,1,118.442491,0,24,40.11040743
0,4061.337701,,15662.99463,,,,,,,,,32.78292683
1,5900,94703.39627,,DebtCon,Mgr,1,0,6,250.5666667,4,23,
0,6000,,581.8946495,,,,,,,,,32.97719723
1,4474.082509,95232,61159.82303,HomeImp,Office,22,0,0,149.0229081,1,12,37.95433691
0,6000,47625,85925,HomeImp,Office,0.1,2,1,154.1333333,4,26,
0,2386.773832,8098.492956,17154.33036,HomeImp,Other,0.887754521,0,1,116.1,8,34,
1,6000,43832.66382,29639.60368,,Other,16.85483184,1,3,69.3,1,34,
1,6000,,,HomeImp,Office,13,,2,122.7666667,,23,
1,1855.436829,21661.7953,,HomeImp,Other,0.671590377,0,0,140.9333333,1,20,
1,6000,42000,19736.92011,DebtCon,Other,9.887695378,0,0,90,2,13,
