BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
0,3000,29956.81797,71500,HomeImp,Mgr,10,,2,211.9333333,0,25,
0,3000,47000,43093.5319,HomeImp,Office,21,0,0,201.8666667,0,20,
1,3100,39589,10641.24406,HomeImp,Other,1.5,0,0,153.1666667,1,14,
0,3100,,70400,,,,,,,,,
0,2815.945156,11913.33012,64087.49394,HomeImp,Mgr,10,,1,206.4266021,0,25,40.11567728
1,943.1443532,48603,61000,HomeImp,ProfExe,28,0,4,122.0333333,1,25,
1,3200,27200,40834,HomeImp,Other,,0,0,298.131564,0,7,35.55353879
1,3200,54000,64850,HomeImp,Other,1,0,0,121.8666667,3,21,
0,3200,74864,13100.09364,HomeImp,ProfExe,7,0,0,250.6312692,0,12,42.90999735
1,3200,23159,,HomeImp,Mgr,20,,2,117.8057478,0,9,0.524499215
1,3300,126541,134527,HomeImp,Sales,9,1,0,139,0,36,
1,3300,128799.0174,164317,DebtCon,Other,9,0,6,192.289149,0,33,35.73055919
1,3400,24206.38465,52000,HomeImp,Office,2,0,1,183.2999156,0,6,
1,3500,12606.58201,38666,HomeImp,Other,11,0,0,162.3666667,0,14,
1,3500,19400,20494,HomeImp,Other,5,0,0,95.93333333,0,9,
1,3600,61584,49437.68929,HomeImp,ProfExe,10,,,,,,
1,3600,41900,52490,HomeImp,Mgr,3,0,0,72.03333333,2,4,
0,1470.899657,83700,111800,HomeImp,ProfExe,6,0,0,192.7333333,1,28,
0,3600,61327,76484,HomeImp,Mgr,9,,2,202.5107752,0,25,41.5163897
0,3600,100693,114743,HomeImp,Office,6,0,0,88.47045214,0,14,29.39354338
1,3600,48507,32922.83748,DebtCon,Office,13,1,4,97.4,0,17,
0,3600,52337,63989,HomeImp,Office,20,0,0,204.2724988,0,20,20.47091551
1,3700,3646.890089,21144,HomeImp,Other,5,0,0,129.7173231,1,9,26.63434752
1,3800,7920.486386,97692,HomeImp,Mgr,1.6,1,6,252.6333333,1,25,
1,3800,27387.32358,63459,HomeImp,Office,20,0,0,203.7515336,0,20,20.06704205
0,3800,,73189,,,,,,,,,22.25394916
0,3800,11543,46045,HomeImp,Self,,0,0,204.6479917,0,11,42.17316588
1,3900,29896,45960,HomeImp,Other,11,0,0,146.1232422,0,14,24.47888119
1,3900,10313.94829,22092,HomeImp,Other,3.5,0,1,150.3,5,8,
0,3900,14690.29584,40404.30233,DebtCon,ProfExe,8,0,4,171.6666667,1,31,
0,3900,102143,118742,HomeImp,Office,2,0,0,85.27736558,0,13,29.34392109
1,3900,21200,39000,DebtCon,Mgr,0.457529953,0,1,86.56666667,2,14,
0,4000,105164,112774,HomeImp,Office,1,0,0,94.72487417,0,13,29.39092806
0,2871.203547,54543,16618.41899,HomeImp,Office,21,0,0,205.58668,0,19,21.80656346
1,4000,,80609,HomeImp,Other,1.5,0,2,126.5333333,3,12,
1,1095.802922,26572,31960,HomeImp,Office,9.682344268,0,0,117.7951039,0,8,41.28649195
1,670.5468542,17000,52012,HomeImp,ProfExe,7.455127149,3,1,85.33333333,1,9,
1,4000,24852.57396,22315.22828,DebtCon,Other,0.169149418,0,0,92.13333333,1,26,
0,4000,41700,76725,HomeImp,Other,0.5,0,3,136.1333333,0,15,
1,4000,52434.76582,69440,HomeImp,Other,3.5,0,1,168.6666667,0,18,
1,4000,893.9752908,18000,DebtCon,Other,,0,0,12.2,0,17,
1,3829.209225,45000,58350,HomeImp,Mgr,0.099220729,0,0,162,3,16,
1,4000,7000,5163.455217,HomeImp,Other,18,0,1,85.8,2,23,
0,4000,66000,79050,HomeImp,Other,0.035893377,2,0,279,1,6,
0,613.2362264,,45760,HomeImp,,0,0,0,,0,0,
0,4000,59472.32546,78000,HomeImp,Other,2.857989085,0,0,109.5666667,0,15,
0,4000,64240,63990,HomeImp,Sales,5,2,0,160.3,1,23,
1,4000,74000,5491.874182,HomeImp,ProfExe,2.116945742,1,3,186.6333333,,9,
1,2269.216542,30798.996,59000,DebtCon,Other,12,2,0,146.1,0,22,
0,4000,67625,80698,HomeImp,Mgr,11,,1,212.3493039,0,25,39.12871763
0,4000,67533,71865,HomeImp,Mgr,10,,2,227.7929884,0,25,39.1663287
1,1810.192277,,19132,HomeImp,Other,0,0,0,100.7746522,0,19,33.8409199
1,3848.902339,58500,65000,HomeImp,Other,8,1,2,63.93333333,2,15,
0,4100,57992,63797,DebtCon,ProfExe,7,0,4,165.505037,1,31,22.27817437
0,2826.301872,56544,59218,HomeImp,Office,11.24970737,0,0,211.0025991,1,20,19.02770443
1,4200,34800,50225,HomeImp,Other,2,1,0,93.5,1,5,
0,4200,67700,77000,DebtCon,Sales,4,0,0,128.8333333,0,31,
1,773.0088926,44000,55085,DebtCon,,6,,1,75.43333333,,16,
0,2.717411892,28099.97056,61472.1704,HomeImp,Other,3,0,0,110.2786626,0,15,43.45058791
0,4200,50216,25211.13015,HomeImp,Office,7.047168474,0,0,209.8713022,0,19,20.20803267
0,3201.037178,71206,78698,DebtCon,Sales,3,0,0,129.932869,0,31,34.18137652
0,4300,46330.15967,79852,HomeImp,Other,6,0,0,105.1207088,0,14,41.80637615
0,4300,72021,6807.934496,HomeImp,Other,2,2,0,263.9703003,0,5,36.43209394
0,1062.590127,53969,63869,DebtCon,ProfExe,7,0,3,162.3900107,0,30,23.58107924
0,4400,,31360.80662,,,,,,,,,
1,4400,53091,8125.072988,DebtCon,Office,14,1,3,89.86105825,0,17,39.15808483
0,4500,66127,79087,HomeImp,Other,4,1,0,81.3490651,0,15,40.70530876
0,4500,,77182,,,,,,,,,25.2272529
1,4500,39000,24807.35569,HomeImp,Other,1,0,0,170.3666667,1,19,
0,1770.532854,67569.02478,79247,HomeImp,Other,4,0,0,118.7604101,0,14,41.42111052
0,4500,,49044,HomeImp,,0,0,0,,0,0,11.6527388
1,2640.76421,57000,,HomeImp,Other,5,,,222.6,1,13,
1,1740.901674,34184,46000,HomeImp,Mgr,3.5,0,1,122.6,2,22,
1,4500,66517,13238.95008,DebtCon,ProfExe,10,0,4,125.8,0,34,
0,4500,45500,50000,HomeImp,Other,6,0,0,86.16666667,0,18,
1,4500,118000,146870,HomeImp,ProfExe,0.319963995,2,0,203.8666667,1,20,
1,4500,59327.27085,105800,HomeImp,Other,6,2,3,80.1,3,10,
0,4700,67913,97205,,Mgr,2,0,0,142.8243915,0,24,35.22699719
0,4700,71855,88566,HomeImp,Other,2,2,0,283.9595381,0,5,36.47547328
0,4700,53918,59511,DebtCon,,6,,0,54.13647743,,15,34.41650781
1,4700,49100,43654.43034,HomeImp,ProfExe,0.1,0,0,61.8,2,17,
0,4700,20247.02969,46912.44422,HomeImp,ProfExe,6,0,0,182.2483316,0,27,29.20902258
1,4700,26900,45000,HomeImp,ProfExe,2.203955998,1,2,90.46666667,1,16,
0,4800,67317,85081.74601,,Mgr,3,0,0,137.3197248,0,23,34.27529378
0,4800,56067,38338.96755,DebtCon,ProfExe,2.929625284,0,3,160.1463113,1,30,21.58376012
0,4800,2982.189583,88342,HomeImp,ProfExe,7,0,0,275.0323948,0,11,43.71763511
0,4900,58688,40837.0338,DebtCon,ProfExe,6.515723743,0,3,179.1625747,2,31,22.54439284
0,3557.844456,65873,90408,,Mgr,2,0,0,141.858999,0,23,37.76961861
1,4900,19149.82328,23031,HomeImp,Other,5,0,0,101.7467664,0,8,33.24315698
0,1297.382334,67794,1119.502125,HomeImp,Other,0.859819152,0,0,112.5734189,0,15,41.67399636
1,4900,44000,59745,HomeImp,Other,10,0,0,81.5,3,13,
0,4900,,28437.5,HomeImp,,,,,,,,
0,4900,170986,245300,DebtCon,Sales,,0,0,131.9333333,0,22,
1,922.307626,18515.43689,65774,HomeImp,Other,6,1,2,61.64250608,1,14,40.59091002
0,4104.565119,57461,68494,DebtCon,ProfExe,8,0,4,183.6356132,0,30,22.79542355
0,4900,,16140.76414,,,,,,,,,33.70558774
0,5000,,34846,HomeImp,,,,,,,,33.35465263
0,5000,47479,61690,DebtCon,,5,,0,65.03296901,,16,36.69941492
0,5000,66839,13000.97017,HomeImp,Other,3.095607573,0,0,122.5972226,0,15,40.61677935
0,5000,12457,53448,HomeImp,Self,,0,0,207.1434813,0,12,44.10795169
0,5000,90059,113714,HomeImp,ProfExe,7,0,0,193.6364469,0,28,25.89731648
1,5000,12746.217,8968.039848,HomeImp,Other,8.71333661,0,0,65.7,1,5,
1,5000,10794.87386,70500,HomeImp,Mgr,0.4,0,0,61.76666667,2,8,
1,5000,100882,62240.24978,HomeImp,Mgr,5,0,1,58.86666667,0,16,
1,4344.085422,31000,47350,HomeImp,ProfExe,12,,,,,,
1,5000,3788.104511,126500,HomeImp,Office,2.996469308,0,0,100.3,0,14,
1,5000,100000,17636.27876,HomeImp,Mgr,13,,,,,,
1,5000,,132000,HomeImp,Other,17.5,0,2,121.9,0,14,
1,5000,,9100,HomeImp,Other,1,0,0,54.73333333,2,8,
1,5000,33050.36247,50830,HomeImp,Other,1.096261682,0,0,57,1,9,
1,5000,,33869.35191,HomeImp,Other,10,0,0,72.43333333,1,12,
1,5000,123000,157500,HomeImp,Mgr,9,,,,,,
1,5000,16600,25250,HomeImp,Other,6,0,0,88.7,1,3,
1,5000,,52000,HomeImp,Other,,0,1,285.3333333,0,6,
1,5000,22700,34225,HomeImp,Other,4,0,0,74.63333333,3,9,
1,5000,6000,29978.29042,HomeImp,Self,7,0,1,335.0333333,3,42,
1,5000,,37415.50545,HomeImp,Other,19,,,,,,
1,5000,,63762.99281,HomeImp,Other,19,,,,,,
0,5000,73126,73272.38718,DebtCon,Other,0.248680557,0,0,125.9666667,2,10,
0,5000,72517,86250,DebtCon,Mgr,15.55699546,0,1,300.3666667,1,24,
0,3927.40285,20382.56333,35000,HomeImp,ProfExe,12,0,0,182.6333333,0,13,
0,5000,39000,49432.84616,HomeImp,Office,10,,,179.8333333,,19,
0,5000,,26550,DebtCon,Other,1.7,0,0,276.9666667,1,14,
0,5000,70470,77908,DebtCon,,3.744707445,,,,,,
0,5000,,36375,HomeImp,Other,3,0,0,266.8,1,26,
0,4013.62953,72375.69685,85266.73122,DebtCon,ProfExe,0.3,,,,,,
0,5000,,65400,HomeImp,Office,1.5,0,0,51.76666667,0,4,
1,5000,,37500,HomeImp,Other,,0,3,107.1333333,10,5,
0,5000,78565,14413.4034,DebtCon,ProfExe,24,0,0,51.76666667,3,14,
0,5000,59900,4065.285556,DebtCon,ProfExe,15,0,0,219.1333333,1,18,
1,5000,1975.743295,26809,HomeImp,Office,9.479094758,3,6,228.3,0,24,
1,1247.492096,78893,24479.98963,HomeImp,Mgr,16,0,0,133.9,1,34,
1,4640.580634,85165,107940,HomeImp,Mgr,6,5,3,122.7666667,5,28,
1,5000,68000,32692.17514,DebtCon,ProfExe,0.1,0,0,131.8666667,0,30,
1,5000,71571,85100,DebtCon,ProfExe,1.4,0,1,82.13333333,0,13,
1,5000,23919.83688,27727.33063,DebtCon,Other,2,1,0,222.2,1,6,
1,5000,40000,32480,HomeImp,Other,8,3,2,163.3666667,1,16,
1,5000,81748,,DebtCon,ProfExe,14,1,2,144.0666667,2,17,
0,1823.099848,44674,45030.53199,HomeImp,Office,10,,,178.6925087,,19,26.44819746
1,2004.092067,61999,75021.3,HomeImp,Other,5,0,0,97.1,0,23,
0,5000,80153,97275,DebtCon,Other,1,0,0,120.6750632,2,10,37.51270841
0,559.4668284,68739,79934.44524,,Mgr,3,0,0,148.7204047,0,23,36.66927861
0,5000,51209,55320,DebtCon,,5,,1,69.1074656,,15,35.02507297
1,5000,46696,33796.47744,HomeImp,Other,2,1,2,148.3406455,0,14,46.489874
0,5000,,14332.81283,HomeImp,Other,2,0,0,257.6522064,0,26,40.95258888
0,5000,66435,82819,HomeImp,Other,2,0,0,125.1306256,0,14,42.18353867
0,943.7190756,179725,251962,DebtCon,Sales,,0,0,127.4988134,0,22,40.30825936
0,5100,85583,115341,HomeImp,ProfExe,7,0,0,177.9582551,1,28,26.25797013
0,5100,72891,80691,HomeImp,Other,1,1,0,273.8817052,0,6,39.85214652
1,5100,4585.349424,10662.50157,HomeImp,Other,10,0,0,69,0,17,
1,5100,,26715,DebtCon,Other,0.219884579,0,0,258.7892976,0,14,26.72234334
0,5100,87258,107458.875,HomeImp,ProfExe,6,0,0,181.6630402,0,28,25.44475915
0,1920.44584,,9589.252417,DebtCon,Other,2,0,0,277.9445608,1,14,23.64469128
1,5100,9900,1442.872798,HomeImp,Other,1.137516244,0,0,21.2,0,2,
1,2108.849622,93000,18774.96283,HomeImp,Other,7.108948304,,,417.6333333,2,50,
1,5100,15500,34000,DebtCon,Other,0,1,2,86.23333333,2,13,
1,5100,129319,141875,HomeImp,Sales,5.872345558,1,0,157.8598021,0,36,25.65074122
0,5100,66834,87361,HomeImp,Other,0,2,0,290.034108,0,6,38.76698507
0,5100,58003.70663,96031,DebtCon,Other,0,0,0,125.7874001,1,10,34.44607922
0,5100,74071,16021.48053,DebtCon,Other,0,0,0,121.0759726,2,9,36.40172955
0,5100,62702,79784,HomeImp,Other,2,0,0,108.0725908,0,15,43.29013982
0,5200,,36425,DebtCon,Other,2,0,0,266.8134646,1,14,23.79740106
0,5200,49280.5822,77000,HomeImp,Other,6.043759563,0,1,119.7,0,25,
1,5200,43039,53521,HomeImp,Office,11,,,184.2966873,,19,24.41476318
0,5200,19000,26000,DebtCon,Other,0,1,0,17.2,10,7,
1,5200,,9500,DebtCon,Other,1,0,1,81.1,1,2,
0,5200,7032.729721,110000,HomeImp,Office,2.954423727,0,0,123.7666667,1,12,
0,5200,1294.647964,45187,HomeImp,Self,,0,0,221.1180817,0,11,42.71209384
1,1623.031567,40564,39527,HomeImp,Other,0,0,0,157.7710357,1,13,72.67043331
0,5300,73698,84427,DebtCon,,4,,,,,,19.13120118
0,5300,66987,42453.07275,HomeImp,Sales,2.390919873,1,0,175.3287038,1,22,40.44257039
1,5300,26908,36078,HomeImp,Other,,0,0,302.3587095,0,8,39.1969854
0,5300,,49396,HomeImp,,0,0,0,,0,0,12.04367058
0,5300,44993,50673,HomeImp,Office,7,,,184.7427672,,18,27.90612273
1,5300,31562.35001,64000,HomeImp,Mgr,10,1,0,98.33333333,0,12,
0,5300,75958,91703,DebtCon,Other,0,0,0,124.1821788,1,10,34.59906019
0,5300,51854.31388,117343,HomeImp,Office,22,0,0,109.9339079,1,11,35.8385427
0,5300,60826,80826,HomeImp,Mgr,8.932707035,,1,212.8917461,0,25,38.59149403
0,5300,83552,58495.90253,DebtCon,ProfExe,0,,,,,,28.42396191
1,654.2975246,30726.86785,63895,HomeImp,Office,19,0,0,208.162714,0,20,19.7621137
0,5300,16980.27467,62957,HomeImp,Office,7.352815337,0,0,197.2419573,0,20,19.35050563
0,5400,53429,64505,DebtCon,,5,,0,69.54243011,,16,36.4802363
0,5400,,65474,HomeImp,Office,1,0,0,40.709849,0,4,37.84877104
0,5400,47844,52040,HomeImp,Office,2.468332836,,,189.0343046,,18,24.70113626
1,5400,45509,57453,DebtCon,Sales,4,0,0,95.6,0,22,
0,5400,59720,63450,HomeImp,ProfExe,5,0,1,199.9,1,20,
0,5400,86922,119846,HomeImp,ProfExe,5,0,0,185.0763473,1,28,26.3548893
0,5400,68625,82304,DebtCon,Sales,1.58121096,0,0,136.6329442,0,30,32.05002349
0,5400,65814,85848,HomeImp,Other,4,0,0,122.9402886,0,15,44.09232568
0,5400,,50615.67199,,,,,,,,,23.16374295
1,5400,78300,36150.66418,HomeImp,ProfExe,3.458889277,0,0,102.5,3,19,
0,5400,16161.61308,55760,DebtCon,,6,,0,78.45212577,,16,35.763638
0,5500,70481,82446,HomeImp,Other,1.202902217,0,1,116.5919769,0,24,37.61268272
0,5500,,35402,HomeImp,,,,,,,,35.27207374
0,5500,87765,101053,DebtCon,ProfExe,22,0,0,55.55804904,2,13,31.37554242
0,5500,52897,65054,HomeImp,Office,4.630721614,0,0,189.2953185,0,19,20.6541289
1,5500,24700,35675,DebtCon,Other,1,0,3,153.9333333,3,27,
0,5500,,43132,HomeImp,Other,,,,,,,
0,5500,43486,25400.82685,DebtCon,,4,0,0,216.1333333,4,30,
0,5500,15728.21226,30000,DebtCon,Other,7,3,2,130.8,3,14,
1,5500,,13770,HomeImp,Mgr,5,0,1,167.3666667,1,8,
0,339.1842022,93051,115374,HomeImp,ProfExe,6,0,0,187.0205188,1,27,27.64674851
0,3634.388081,87438,116679,HomeImp,ProfExe,3.564545359,0,0,186.424416,1,27,28.4175309
0,4536.455346,78059,78179,DebtCon,,3.24049004,,,,,,20.67931358
0,5500,72147,69918,HomeImp,Sales,4,2,0,158.5344979,0,23,43.40443024
1,5458.642469,40584,46645,HomeImp,Other,4,0,1,136.3206375,0,13,34.49470897
1,5500,,12972,HomeImp,Other,1,0,1,82.29426635,0,2,36.9867441
1,5500,23241.02619,41810.72262,HomeImp,Mgr,9,0,2,48.995845,0,10,33.12648397
0,1967.438138,,66251,HomeImp,Office,1,0,0,43.72233695,0,3,41.45204353
0,2099.656594,71644,72696,HomeImp,Sales,4,2,0,150.8658451,0,22,40.44256779
1,5500,85845,117352.286,DebtCon,ProfExe,5,0,0,172.2132767,1,26,32.67664088
0,4991.533162,53793,66379,HomeImp,Office,22,0,0,206.0991341,0,19,18.36954053
0,5600,69435,83489,DebtCon,ProfExe,3.76752578,0,0,200.418434,1,17,22.84109285
0,2430.698583,22410.9224,39907,HomeImp,ProfExe,11,0,0,180.5630691,0,13,21.55494966
1,5600,76407,77485,HomeImp,Other,9,0,0,91.68377063,0,24,37.77335098
0,5600,5000,66700,HomeImp,Other,27.31145963,1,1,204.0666667,0,11,
1,5600,55160,86800,HomeImp,Other,3,1,1,148.1333333,1,14,
0,5600,41439,53893,HomeImp,Office,8,,,181.3229899,,19,24.65139574
0,872.9493052,15275,47954,HomeImp,Self,,0,0,204.335245,0,12,42.39776964
0,5700,100934,82946.70757,HomeImp,Office,23,0,0,117.4995929,0,12,38.75056267
0,5700,,74685,,,,,,,,,24.27486528
0,5700,49514,58249,HomeImp,Office,21,0,0,212.5391151,0,21,21.25802688
0,5700,76948,85753,HomeImp,Other,7,0,0,128.4764515,0,25,37.85968784
0,5700,28127,36524,HomeImp,ProfExe,10,0,0,181.2829568,0,13,24.33953357
0,5700,,68591,HomeImp,Office,0,0,0,69.64566047,0,4,41.18503956
1,3698.115522,26927,35461,DebtCon,Other,0,1,0,21.79935215,10,6,29.43966424
0,5700,49806,34085.90331,DebtCon,,3,0,0,210.3474786,3,30,31.2434087
1,3881.607553,70000,84579,DebtCon,Sales,0.1,0,0,95.9,1,17,
1,5700,43437.33718,23297.71704,HomeImp,ProfExe,1.792715845,0,0,177.5,2,26,
1,5700,35323.90231,56744.87096,HomeImp,ProfExe,9.5,0,0,104.4,0,14,
1,5700,77213,92661,DebtCon,Sales,0,0,0,97.13317095,1,16,41.77788863
0,5700,58803.15075,82923,HomeImp,Other,4,0,0,117.6739652,0,15,42.46486629
0,5700,71556,58473.65202,HomeImp,Other,2,0,0,92.64308456,0,15,41.21001247
0,3290.287418,,39052,HomeImp,Other,3,0,0,272.2206283,0,25,39.89610462
1,5700,74172,79846,DebtCon,ProfExe,0,0,0,157.0097747,0,28,47.41522866
0,5700,28116,33450,DebtCon,Other,0,1,0,15.39658739,9,7,30.0170133
0,5700,,64910,,,,,,,,,33.85046122
0,5700,,69172,HomeImp,Office,1,0,0,48.85366706,0,3,38.77368596
1,2492.093634,,36385,HomeImp,Other,0.59495559,0,0,266.5533944,1,25,43.30976454
0,3987.274118,,41119,HomeImp,Other,2,0,0,261.4052186,0,26,42.19194156
0,175.3436645,75000,90543,DebtCon,Mgr,3.414984613,0,0,300.4872058,1,23,38.94057536
0,5800,79296,86885,DebtCon,Mgr,4.980453567,0,1,307.9748816,1,23,39.95910877
1,5800,19437.31241,46833,DebtCon,Mgr,0.069869444,0,0,83.28906275,1,13,30.18780539
0,914.1294907,172595,250155,DebtCon,Sales,,0,0,126.4009836,0,21,43.20775979
0,3066.891183,,12027.99783,HomeImp,,,,,,,,34.17405555
0,5800,,73804,HomeImp,Office,1,0,0,71.76655716,0,4,41.28742339
0,5800,46595,17106.8692,HomeImp,Other,5,0,0,80.13174641,0,17,24.14015367
1,5900,,28000,DebtCon,Self,1,2,1,36.76666667,1,8,
0,5900,43507.22184,77989,HomeImp,Other,0.798736739,0,0,120.3794143,0,24,41.44250046
1,664.3133951,,33100,HomeImp,Other,,0,0,238.6,1,2,
0,5900,,46590.61862,HomeImp,,1,0,0,,0,0,12.74918065
0,5900,82912,91175,DebtCon,ProfExe,2,,,,,,27.59527352
1,5900,25972,33450.04763,DebtCon,Other,2,0,2,157.9600114,3,27,40.62827818
0,5900,74187,78976,HomeImp,Other,9,0,1,118.442491,0,24,40.11040743
0,4576.748853,,66903,,,,,,,,,32.78292683
1,2900.90938,106650,,DebtCon,Mgr,1,0,6,250.5666667,4,23,
0,6000,,68940.03416,,,,,,,,,32.97719723
1,6000,95232,93486.6464,HomeImp,Office,22,0,0,149.0229081,1,12,37.95433691
1,6000,47625,85925,HomeImp,Office,0.1,2,1,154.1333333,4,26,
1,6000,24600,30500,HomeImp,Other,4.5,0,1,116.1,8,34,
1,6000,65000,94355,,Other,10.43341405,1,3,69.3,1,34,
1,6000,,,HomeImp,Office,13,,2,122.7666667,,23,
0,5417.898117,4710.464696,,HomeImp,Other,0.8697838,0,0,140.9333333,1,20,
1,6000,42000,16188.57777,DebtCon,Other,19,0,0,90,2,13,
1,2629.293908,32446,54904,HomeImp,Other,2,0,0,51.73333333,1,9,
1,6000,9660,35900,DebtCon,Other,2.869349176,0,1,136.3,3,6,
1,6000,22859,32200,DebtCon,Other,4,0,0,83.33333333,3,20,
1,6000,16878,25850,,Mgr,1,0,1,218.6,5,34,
0,6000,9952.340564,80000,HomeImp,Other,1.659199201,0,0,343.9,1,47,
0,6000,43000,57460,HomeImp,Other,1.6,1,,101.5,,13,
0,6000,45270.17695,64790,DebtCon,Other,0.1,0,2,105.4,3,18,
0,6000,69876,94394.07,HomeImp,Other,0,0,1,179.5666667,0,32,
0,539.9021965,51000,86125,HomeImp,ProfExe,6,0,0,222.1666667,2,24,
0,6000,53227,68700,HomeImp,Mgr,0.235979887,0,2,122.7333333,0,23,
0,6000,,16819.3136,HomeImp,Other,,,,100.9333333,,9,
0,6000,14000,61493,HomeImp,Office,23,0,0,321.6333333,1,13,
1,6000,40000,54600,HomeImp,ProfExe,4,0,4,101.4,0,19,
0,6000,18793,27750,HomeImp,Mgr,6,0,3,119.7,0,8,
1,6000,179397,154849.7412,DebtCon,ProfExe,5,6,0,90.3,6,29,
1,5549.357571,,65234.81864,HomeImp,Mgr,5.520598587,1,2,129.9,1,22,
0,4457.110002,79046,103048,HomeImp,Other,0,0,0,181.696538,0,32,37.28998992
0,6000,,53190,HomeImp,,0,0,0,,0,0,15.174415
1,6000,,43683,HomeImp,Other,,,,,,,21.93549881
0,4428.392791,129731,154113,HomeImp,ProfExe,12,0,0,213.5333333,0,19,
0,4626.383033,48500,62500,DebtCon,Mgr,7,,4,111.3,2,11,
0,6100,,38785.60631,,,,,,,,,
0,5561.906392,91704,114799,HomeImp,Office,22,0,0,129.2500896,1,12,36.74676624
0,6100,47604,32896.19071,HomeImp,Other,5,0,0,70.69532973,0,18,24.76674453
0,6100,,35250,HomeImp,Other,,,,303,,12,
1,1559.733472,62751,95617,HomeImp,Other,1,0,0,138.6468632,1,13,31.75727069
0,6100,48300,53388,HomeImp,Office,9,,,178.4896022,,19,26.72002818
0,6100,68743,23346.76658,HomeImp,Sales,3,1,0,153.0667831,0,22,40.15052706
0,2651.465716,79636,87276,HomeImp,Other,4.937949462,0,0,350.4361376,0,47,28.84827658
1,199.916642,,46830,HomeImp,,0,0,1,,0,0,13.30601308
0,6100,78297.2408,95433,DebtCon,ProfExe,0,,,,,,28.92511742
