BAD,LOAN,MORTDUE,VALUE,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,REASON,JOB
0.0,27200.0,97541.0,126368.0,0.0,1.0,0.0,186.77854793565882,3.0,38.0,34.81068943976923,DebtCon,ProfExe
1.0,27200.0,61118.0,35184.0,10.0,4.0,2.0,134.64890429914428,7.0,23.0,45.25528965959572,DebtCon,Sales  
0.0,27200.0,24070.0,58216.0,35.0,0.0,0.0,273.34175723556245,0.0,24.0,37.63994733142664,DebtCon,Other  
0.0,27200.0,58383.0,92484.0,22.0,1.0,2.0,170.07232348909358,1.0,20.0,23.8098202617745,DebtCon,Other  
0.0,27300.0,66878.0,93656.0,2.407411712411517,0.0,0.0,153.79590463425413,0.0,20.0,39.08500634443248,DebtCon,Office 
0.0,11521.566611259042,72314.0,118839.0,5.0,0.0,0.0,99.69383245923727,1.0,31.0,42.343420262980935,DebtCon,Other  
0.0,27300.0,44026.0,71597.0,22.0,,1.0,287.2267962833757,0.0,30.0,38.48694866787966,DebtCon,Other  
0.0,27300.0,97373.0,126102.0,10.0,0.0,1.0,139.13259829461128,0.0,28.0,39.173553950955885,DebtCon,Office 
0.0,27300.0,55973.0,93503.0,22.0,0.0,1.0,167.74173153634266,0.0,19.0,26.21017597260893,DebtCon,Other  
0.0,27300.0,53223.0,86696.0,0.0,0.0,0.0,96.07068787605125,0.0,22.0,34.51779050486525,DebtCon,Office 
0.0,27300.0,135823.0,185416.0,1.0,,,135.35974766443215,,38.0,32.79497644283109,DebtCon,Mgr    
1.0,27300.0,106221.0,137727.0,3.0,0.0,0.0,300.5745108472476,3.0,45.0,32.56035939880663,DebtCon,Self   
0.0,27300.0,37636.0,73328.0,12.0,0.0,0.0,80.79269375925087,6.0,16.0,34.268228013891836,DebtCon,Mgr    
0.0,27300.0,,37531.0,22.0,0.0,0.0,82.66026947675365,2.0,14.0,29.609847557144167,HomeImp,Other  
0.0,27300.0,127260.0,173009.60130840194,9.0,0.0,0.0,244.16542130466155,3.0,26.0,21.241194772692953,DebtCon,ProfExe
0.0,27300.0,,30721.047567138005,3.3285968342463472,0.0,,101.88661478257616,,14.0,20.80819617873439,DebtCon,Other  
0.0,27300.0,149950.0,177309.0,6.0,0.0,0.0,328.1681227421818,0.0,35.0,39.15955375707687,DebtCon,ProfExe
0.0,27300.0,,116708.0,11.0,0.0,0.0,175.20096023720066,0.0,26.0,33.747826295037676,DebtCon,Mgr    
0.0,27300.0,140773.0,188414.0,12.0,0.0,0.0,144.09346484867874,0.0,37.0,41.48280368499123,DebtCon,ProfExe
0.0,27400.0,99900.0,143437.0,21.0,0.0,0.0,211.10827713502152,0.0,12.0,39.11029762495789,DebtCon,Mgr    
1.0,27400.0,113364.0,146520.0,16.0,1.0,1.0,284.3680179006304,2.0,13.0,34.62765940205085,HomeImp,Office 
0.0,27400.0,,39858.0,11.0,1.0,,87.37900764909882,,14.0,20.58821435737806,DebtCon,Other  
0.0,25368.111556381038,,121625.0,1.2771721087755505,1.0,0.0,154.4378476244385,0.0,27.0,33.373813671881244,DebtCon,Mgr    
0.0,27400.0,73029.90118049872,246354.0,8.0,0.0,0.0,89.26442741091883,1.0,25.0,39.66482299410963,DebtCon,Other  
0.0,27400.0,51198.77610882129,90010.0,6.0,1.0,0.0,146.65622021323782,3.0,29.0,42.15993653847367,DebtCon,Other  
1.0,27400.0,23939.0,56874.0,3.0,0.0,1.0,197.8,0.0,11.0,,DebtCon,Office 
0.0,27400.0,46575.0,85263.0,1.0,0.0,0.0,155.64704116220383,2.0,19.0,39.48931720188787,DebtCon,Office 
0.0,27400.0,100951.0,149305.0,21.0,0.0,0.0,194.53302790956016,0.0,13.0,41.64417204658695,DebtCon,Mgr    
0.0,27400.0,41370.0,70528.0,6.62560409429744,0.0,0.0,180.20434498668826,1.0,21.0,33.49508870060793,DebtCon,Office 
0.0,27500.0,54511.0,54607.136017418066,9.0,0.0,1.0,140.2477960197823,3.0,29.0,40.27829830311625,DebtCon,Other  
0.0,20701.43235647186,20327.818638617555,149877.0,23.0,0.0,0.0,193.0056327951413,0.0,12.0,39.4151668484859,DebtCon,Mgr    
0.0,27500.0,145774.0,206788.0,4.0,0.0,0.0,191.94101883638214,0.0,27.0,38.0011922326317,HomeImp,ProfExe
0.0,27500.0,132000.0,179000.0,1.0,1.0,0.0,226.23333333333332,2.0,19.0,,DebtCon,ProfExe
1.0,27500.0,137900.0,184000.0,10.0,0.0,0.0,,0.0,0.0,,DebtCon,Office 
0.0,27500.0,150666.0,192346.0,3.0,0.0,0.0,177.8714732517861,0.0,17.0,39.97865033051402,HomeImp,Self   
0.0,27500.0,,40807.0,8.0,1.0,,95.53351916510586,,13.0,20.39892361955667,DebtCon,Other  
0.0,27500.0,69579.0,117799.0,5.0,0.0,0.0,84.3731244983029,2.0,32.0,38.86212080701353,DebtCon,Other  
1.0,27500.0,97601.0,136546.0,9.0,0.0,0.0,80.49714707195238,5.0,39.0,,DebtCon,Other  
0.0,27500.0,131269.0,211014.0,2.890204984177931,0.0,0.0,234.3512887887509,2.0,26.0,18.735147442591913,DebtCon,ProfExe
0.0,6153.1543248114895,23439.0,47177.0,25.0,0.0,0.0,112.89450731022973,0.0,11.0,23.022894085265182,DebtCon,Other  
0.0,27600.0,54584.0,86568.0,22.0,0.0,0.0,214.8157372969409,1.0,27.0,35.223970798335024,DebtCon,Other  
0.0,27600.0,73846.0,100216.0,12.0,0.0,0.0,282.37066143699695,1.0,33.0,38.19125133860914,DebtCon,ProfExe
0.0,27600.0,60039.0,86166.0,0.0,0.0,0.0,100.9493216864101,0.0,23.0,33.82093403562481,DebtCon,Office 
0.0,27600.0,121592.0,153432.0,2.0,0.0,0.0,297.00160850075287,0.0,24.0,40.015316476284205,DebtCon,Mgr    
0.0,27600.0,103898.0,130784.0,11.0,0.0,0.0,147.12839777566242,0.0,29.0,42.00981358185402,DebtCon,Office 
0.0,27600.0,131887.0,174323.0,0.0,0.0,0.0,243.0537129533052,2.0,24.0,35.27186703228479,DebtCon,Mgr    
0.0,27600.0,150120.0,191972.0,3.0,0.0,0.0,178.03849109488527,1.0,16.0,41.80742804506674,HomeImp,Self   
0.0,27600.0,64818.0,91915.0,16.0,0.0,0.0,99.60460780916331,0.0,17.0,32.461144333268116,DebtCon,Other  
0.0,27600.0,153063.0,202542.0,10.0,0.0,0.0,266.9389560145147,2.0,33.0,42.829145821011224,HomeImp,Other  
0.0,27600.0,57327.0,87683.0,0.0,0.0,0.0,98.52177100190177,0.0,23.0,34.760575409294376,DebtCon,Office 
0.0,27600.0,,117581.0,10.0,0.0,0.0,165.00583941888004,0.0,27.0,34.998727774894206,DebtCon,Mgr    
0.0,27600.0,54328.0,94216.0,24.0,1.0,2.0,188.3937419158519,1.0,19.0,26.833312167321942,DebtCon,Other  
0.0,27600.0,55192.54742792926,157940.0,4.0,0.0,0.0,288.88653954886524,0.0,24.0,38.22673697982763,DebtCon,Mgr    
0.0,27600.0,123121.0,157337.0,2.0,0.0,0.0,283.28285345504827,0.0,24.0,36.948273863316636,DebtCon,Mgr    
0.0,27600.0,50042.07584921554,106906.0,12.0,0.0,0.0,288.84955151424884,1.0,32.0,38.98401300940384,DebtCon,ProfExe
0.0,27600.0,112753.0,155166.0,6.0,0.0,0.0,124.99095520013009,3.0,26.0,32.08868135209134,DebtCon,ProfExe
0.0,27600.0,129311.0,188143.0,1.0,,,122.51688476318638,,39.0,30.474173738250588,DebtCon,Mgr    
0.0,27600.0,74964.0,118507.0,5.0,0.0,0.0,91.7112462035911,1.0,32.0,39.146755766098735,DebtCon,Other  
0.0,27700.0,63962.0,101676.0,15.0,0.0,1.0,138.56941259900475,0.0,30.0,37.38458848203746,DebtCon,Other  
0.0,27700.0,103249.0,206521.0,24.0,0.0,0.0,196.78163285010672,0.0,19.0,25.68817634151698,DebtCon,Other  
1.0,27700.0,97834.0,132396.0,13.058544360594146,0.0,2.0,303.95191452362036,2.0,26.0,6.887024126768589,HomeImp,ProfExe
0.0,27700.0,54617.0,87722.0,9.0,0.0,1.0,132.41138177326704,3.0,29.0,39.631102993414316,DebtCon,Other  
0.0,25814.024592383776,73148.0,101462.0,10.0,0.0,0.0,264.60538940806987,0.0,33.0,40.47579335449533,DebtCon,ProfExe
1.0,27700.0,,65635.0,18.0,0.0,3.0,221.1,1.0,28.0,,HomeImp,Other  
1.0,27700.0,61396.0,111627.0,20.0,0.0,0.0,87.00250010812033,0.0,4.0,84.61388868974703,,Self   
0.0,27700.0,25947.0,49836.0,24.0,0.0,0.0,120.02585205848696,0.0,10.0,23.810173361809074,DebtCon,Other  
0.0,27700.0,77886.0,114494.0,9.0,0.0,0.0,118.47135378523133,0.0,18.0,28.34407839080043,DebtCon,ProfExe
0.0,27700.0,54541.0,78832.0,0.0,0.0,0.0,186.0208426139494,2.0,19.0,39.614334977168745,DebtCon,Office 
0.0,27700.0,149169.0,183234.0,8.0,0.0,0.0,314.78583915238534,0.0,35.0,37.63668272401051,DebtCon,ProfExe
1.0,27700.0,13247.83763412751,39000.0,12.0,3.0,0.0,212.06666666666666,0.0,46.0,,DebtCon,Mgr    
1.0,13813.753387198669,83300.0,,20.0,1.0,4.0,247.93333333333334,1.0,19.0,,HomeImp,Mgr    
1.0,27700.0,85285.0,116468.0,9.0,0.0,0.0,312.8079283479756,0.0,36.0,35.968024369938306,DebtCon,Other  
0.0,27700.0,76055.0,126560.0,0.0,0.0,0.0,310.62633440219884,1.0,23.0,38.983558115914256,DebtCon,Office 
0.0,27700.0,,42515.0,11.0,1.0,,95.04307414055924,,13.0,20.209037686516083,DebtCon,Other  
0.0,27700.0,120070.0,153652.0,4.0,,,300.1680612072547,2.0,35.0,43.9201912278031,DebtCon,Office 
0.0,27700.0,141930.0,182516.0,0.0,0.0,0.0,235.6305764793469,2.0,19.0,41.95881350073442,DebtCon,ProfExe
0.0,27700.0,35132.0,71456.0,13.0,0.0,0.0,84.87496719592245,5.0,16.0,35.65073031520039,DebtCon,Mgr    
0.0,27700.0,67446.0,99206.0,11.0,0.0,0.0,286.9659711167124,0.0,32.0,38.99516440142187,DebtCon,ProfExe
0.0,2152.1630133279427,114417.0,150849.0,5.0,0.0,0.0,285.38612641105505,0.0,24.0,38.58192386521581,DebtCon,Mgr    
0.0,27800.0,96332.0,123598.0,1.0,0.0,0.0,190.31377459506186,2.0,38.0,33.855895472018,DebtCon,ProfExe
0.0,27800.0,19600.0,50594.0,24.0,0.0,0.0,137.23404426913993,1.0,10.0,24.52237464452273,DebtCon,Other  
1.0,27800.0,64804.0,97553.0,15.0,1.0,0.0,105.0986637471448,1.0,17.0,32.17786106224072,DebtCon,Other  
0.0,27800.0,29715.147626192844,169440.0,2.0,0.0,0.0,235.72854702294416,1.0,24.0,34.8441554335105,DebtCon,Mgr    
0.0,27800.0,142356.0,177328.0,6.0,0.0,0.0,315.17556745083056,0.0,35.0,38.59599092217907,DebtCon,ProfExe
0.0,27800.0,181405.0,229116.0,0.0,0.0,0.0,297.9981442737172,0.0,32.0,43.520428181789086,DebtCon,ProfExe
0.0,27900.0,55859.0,92179.0,0.0,0.0,1.0,94.93254438325484,0.0,23.0,33.09789894002858,DebtCon,Office 
0.0,14843.903442632363,73630.0,106757.0,11.0,0.0,0.0,282.7596983795517,1.0,32.0,38.266573204843596,DebtCon,ProfExe
0.0,27900.0,137006.0,207997.0,0.34934971963490813,0.0,0.0,194.09314690452135,1.0,28.0,36.906075154890345,HomeImp,ProfExe
0.0,27900.0,66027.0,102745.0,9.0,0.0,0.0,298.10325141765946,1.0,32.0,38.25030604674495,DebtCon,ProfExe
0.0,27900.0,69589.0,115061.0,0.3043256515191522,0.0,0.0,97.86384530019116,1.0,32.0,41.47397173115703,DebtCon,Other  
1.0,27900.0,62264.0,39604.0,10.0,3.0,1.0,118.77826455988885,7.0,23.0,48.0775314719917,DebtCon,Sales  
0.0,27900.0,149359.0,192955.0,0.0,0.0,0.0,172.57959054742054,1.0,16.0,40.135531359373374,HomeImp,Self   
0.0,27900.0,142346.0,185057.0,9.0,0.0,1.0,155.548699007127,0.0,36.0,39.39704271621399,DebtCon,ProfExe
0.0,27900.0,50988.0,81533.0,1.0,0.0,0.0,167.61445006496618,2.0,18.0,40.62088475323789,DebtCon,Office 
0.0,27900.0,113843.0,156282.0,7.0,0.0,0.0,109.95962618699231,2.0,27.0,33.94246484681613,DebtCon,ProfExe
0.0,27900.0,135511.0,34415.995949433185,1.0,1.0,0.0,241.0522834525047,2.0,19.0,38.60649271260783,DebtCon,ProfExe
1.0,11692.428974710605,90694.0,121543.0,5.0,2.0,1.0,107.0462506080427,8.0,15.0,0.8381175253717776,DebtCon,Mgr    
0.0,28000.0,58002.0,79846.48717311979,9.0,0.0,1.0,129.57535197221875,2.0,29.0,39.36269321585665,DebtCon,Other  
0.0,28000.0,59775.0,87390.0,8.0,0.0,0.0,138.4864765821076,3.0,30.0,41.54380471095154,DebtCon,Other  
0.0,28000.0,140770.0,209726.0,5.0,0.0,0.0,190.3295219893585,0.0,27.0,38.88660596542368,HomeImp,ProfExe
0.0,24012.282714253426,49764.0,74526.0,24.0,,1.0,294.5947830198895,1.0,30.0,37.61130937599172,DebtCon,Other  
0.0,18866.4403105464,62376.0,104073.0,5.222162182080635,1.0,0.0,146.1419295665876,0.0,30.0,39.75984963903197,DebtCon,Other  
0.0,28000.0,77322.0,118082.0,7.0,0.0,0.0,80.6580936854303,1.0,31.0,38.81543840077493,DebtCon,Other  
0.0,28000.0,68000.0,106000.0,6.0,,,114.7,11.0,21.0,,HomeImp,Other  
1.0,28000.0,86600.0,127000.0,2.93726435044653,0.0,4.0,234.36666666666667,5.0,35.0,,DebtCon,ProfExe
1.0,28000.0,28042.0,55389.21136077923,14.0,2.0,4.0,121.73333333333333,4.0,28.0,,DebtCon,ProfExe
0.0,28000.0,96015.0,127551.0,0.0,1.0,0.0,196.523488140586,3.0,37.0,34.87164311463555,DebtCon,ProfExe
0.0,28100.0,100420.0,207737.0,22.0,0.0,0.0,197.19812184566416,0.0,19.0,26.37254872407417,DebtCon,Other  
0.0,28100.0,135991.0,183598.0,0.0,,,131.58912440641961,,38.0,31.08561765859631,DebtCon,Mgr    
0.0,28100.0,96160.0,128767.0,10.0,0.0,1.0,154.6728580285954,0.0,29.0,41.11794457662289,DebtCon,Office 
0.0,28100.0,86778.0,110851.0,9.0,0.0,0.0,398.40233720217884,0.0,44.0,41.040588779975934,DebtCon,Office 
0.0,28100.0,32470.0,54522.0,35.0,0.0,0.0,295.49668351112825,0.0,23.0,38.79948290017409,DebtCon,Other  
1.0,28100.0,61000.0,99000.0,7.0,0.0,1.0,129.16666666666666,1.0,31.0,,DebtCon,Mgr    
1.0,28100.0,72100.0,112000.0,20.0,4.0,1.0,120.73333333333333,1.0,58.0,,DebtCon,ProfExe
0.0,28100.0,112564.0,162129.0,7.0,0.0,0.0,115.56446202098294,2.0,26.0,33.091681472259424,DebtCon,ProfExe
1.0,28100.0,75768.0,,9.0,,0.0,133.12186694716655,3.0,33.0,46.7518001092746,DebtCon,Other  
0.0,24804.27470710328,15047.387287520052,123674.0,1.0,0.0,1.0,189.73474189076632,2.0,25.0,41.67698554379725,DebtCon,Other  
0.0,18947.152624999708,68918.48473830915,129352.0,1.0,0.0,0.0,302.80326065249886,0.0,23.0,36.39047360615361,DebtCon,Office 
0.0,28200.0,5936.315777026264,97555.0,17.0,0.0,1.0,130.45076488052277,0.0,29.0,38.092730302872475,DebtCon,Other  
0.0,17924.62639032147,44363.0,72966.0,16.0,1.0,0.0,82.27059458531055,6.0,16.0,34.98052536811704,DebtCon,Mgr    
0.0,28200.0,61038.0,87534.0,8.0,0.0,0.0,137.487819254041,3.0,30.0,39.36001860084478,DebtCon,Other  
0.0,23571.413700734924,118728.0,160486.0,2.400993448403195,0.0,0.0,112.52081792361186,2.0,26.0,34.53734229130081,DebtCon,ProfExe
0.0,28200.0,109184.0,207035.0,23.0,0.0,0.0,179.93775089154818,0.0,18.0,23.662456688621294,DebtCon,Other  
0.0,28200.0,44321.0,63050.0,19.0,0.0,0.0,182.2473057218318,2.0,22.0,32.47716703072524,DebtCon,Office 
0.0,28200.0,185607.0,227617.0,0.0,0.0,0.0,311.06275541272043,0.0,33.0,42.435284998857085,DebtCon,ProfExe
0.0,28200.0,,117181.0,9.0,0.0,0.0,170.64615366531035,0.0,26.0,31.60143614839364,DebtCon,Mgr    
0.0,28200.0,148455.0,191419.0,1.0,0.0,0.0,186.98304287518246,0.0,17.0,39.56330307455422,HomeImp,Self   
0.0,28200.0,100353.0,131386.0,9.0,0.0,0.0,146.06548333354664,0.0,28.0,38.67920762450863,DebtCon,Office 
0.0,28200.0,51663.0,92860.0,24.0,0.0,1.0,172.3406543088908,0.0,20.0,26.913004797456324,DebtCon,Other  
0.0,28200.0,148772.0,142249.65327072405,3.0,0.0,0.0,203.5758597290954,1.0,17.0,43.30465806890962,HomeImp,Self   
1.0,28200.0,66242.0,53469.66268452893,8.0,0.0,1.0,130.96956535648883,0.0,21.0,60.29541349428492,DebtCon,Other  
0.0,28300.0,72572.0,117311.0,6.0,0.0,0.0,85.79724815213142,1.0,32.0,39.87650370070548,DebtCon,Other  
1.0,28300.0,,29512.0,24.0,0.0,0.0,78.10906973089372,2.0,14.0,30.513283441608436,HomeImp,Other  
0.0,7813.987446722569,126942.0,166797.0,0.0,0.0,0.0,244.7222846459408,1.0,23.0,33.394853996292156,DebtCon,Mgr    
0.0,28300.0,105000.0,147000.0,11.0,0.0,0.0,162.36666666666667,1.0,17.0,,DebtCon,ProfExe
0.0,28300.0,71973.0,119224.0,4.0,0.0,0.0,89.3799523206852,2.0,32.0,39.9810590598644,DebtCon,Other  
0.0,28300.0,68959.0,102048.0,12.0,0.0,0.0,278.71470424396864,1.0,32.0,39.93275012637616,DebtCon,ProfExe
0.0,28300.0,130028.0,178918.0,2.0,,,113.94263885843628,,39.0,33.44016162686523,DebtCon,Mgr    
0.0,28300.0,137159.0,186153.0,0.0,,,112.17281253822156,,38.0,29.8747314943954,DebtCon,Mgr    
0.0,28300.0,145931.0,239990.0,27.0,0.0,0.0,357.23095382259345,0.0,19.0,38.268469992111655,HomeImp,ProfExe
1.0,21606.992101719134,104686.0,136033.0,13.0,0.0,2.0,291.17166139401905,1.0,27.0,5.762994871704371,HomeImp,ProfExe
0.0,28400.0,90823.0,126845.0,1.0,0.0,0.0,188.77345492927427,1.0,25.0,42.8967151131745,DebtCon,Other  
0.0,28400.0,72870.0,95647.0,11.0,0.0,0.0,139.04525471643873,0.0,20.0,37.8206784545354,DebtCon,Office 
0.0,28400.0,46126.0,66942.0,18.0,0.0,0.0,180.66830818353486,2.0,21.0,33.76903514989607,DebtCon,Office 
0.0,28400.0,150784.0,192411.0,0.0,0.0,0.0,173.3054933653787,1.0,16.0,41.54325413678459,HomeImp,Self   
0.0,28400.0,197852.0,243593.0,10.0,0.0,0.0,111.10868012980393,2.0,26.0,41.21496533891883,DebtCon,Other  
0.0,28400.0,207687.0,242544.0,1.6077012576198677,0.0,0.0,134.00768045684163,0.0,41.0,41.29838662833366,HomeImp,Other  
0.0,28400.0,106020.0,206030.0,22.0,0.0,0.0,188.75246946339084,0.0,18.0,25.33037232048361,DebtCon,Other  
0.0,28400.0,112996.0,175817.0,17.0,0.0,0.0,303.2820550558575,1.0,31.0,36.289002597559715,DebtCon,Sales  
0.0,28400.0,53480.0,20358.503481838154,24.0,0.0,1.0,174.4747236733896,0.0,19.0,24.490839113789068,DebtCon,Other  
0.0,17564.843955247125,183314.0,232345.0,1.0,0.0,0.0,300.9043100637226,1.0,32.0,42.33622689599461,DebtCon,ProfExe
0.0,28400.0,36484.0,73478.0,13.0,1.0,0.0,100.9750907950069,6.0,16.0,34.76399377466365,DebtCon,Mgr    
0.0,28400.0,206126.0,238745.0,9.0,0.0,0.0,119.06976339550101,1.0,42.0,41.67018773662866,HomeImp,Other  
0.0,28500.0,49461.0,83352.0,21.0,0.0,0.0,210.025058352957,0.0,26.0,37.301764099454395,DebtCon,Other  
0.0,28500.0,73188.0,111925.0,5.0,,,123.61317436694908,11.0,21.0,44.52055475334662,HomeImp,Other  
0.0,28500.0,97262.0,131830.0,10.0,0.0,0.0,168.80353250112557,0.0,29.0,42.324924695712944,DebtCon,Office 
0.0,26279.157966971004,,41763.0,12.0,1.0,,92.86698859590452,,13.0,21.901855997416124,DebtCon,Other  
1.0,28500.0,108293.0,135317.0,4.176237589761725,0.0,0.0,219.61525186028425,4.0,43.0,31.209731086459815,DebtCon,Other  
0.0,28500.0,84908.0,108385.0,10.0,0.0,0.0,384.2850468901958,0.0,45.0,41.34201094209776,DebtCon,Office 
0.0,28500.0,43413.0,73248.0,13.0,0.0,0.0,102.56701710598568,6.0,16.0,35.671505074562276,DebtCon,Mgr    
0.0,28500.0,100145.0,130522.0,10.0,0.0,0.0,137.94286922438675,0.0,29.0,39.0725891755999,DebtCon,Office 
0.0,20432.23939995851,137174.0,186118.0,1.0,,,115.29481113212641,,39.0,32.8751256501326,DebtCon,Mgr    
